,collocate,raw_frequency,MI
835,Too,3,4.097666513568493
836,Tornabuoni,1,5.843679961008344
837,Tounnerre,1,6.849201826610442
838,Tranquil,1,8.864104847152706
839,Trembling,1,5.496809017166233
840,Tressady,1,3.254633051967747
841,Tribune,1,5.58696011416053
842,Tripping,2,8.640961295838498
843,True,1,2.578106752643842
844,Tuileries,1,5.382864757817015
845,Tullia,1,3.309209153204223
846,Turenne,1,5.1029047314591445
847,Turks,1,5.068615657980512
848,Twas,1,4.027822940201228
849,Twickenham,1,5.8936903815830055
850,Tynemouth,1,5.1264352288693384
851,Tyrol,1,5.645229022284506
852,Tyrold,1,3.148723236653154
853,Tyrolean,1,7.765492558484597
854,Tyrolese,2,6.9923026702511155
855,Uncle,1,1.2480675000263544
856,Undeniably,1,8.170957666592761
857,Under,1,2.6170295585930137
858,Undine,1,2.794522520780773
859,Valancourt,1,3.105203073275426
860,Valladolid,1,5.919665867986266
861,Varsity,1,5.20054320102306
862,Venetia,1,2.3917585526518064
863,Venetian,1,3.996570396697124
864,Verezzi,1,5.294572150671336
865,Very,1,1.2985705314484157
866,Via,1,4.546616733616396
867,Victor,1,3.6573546741301604
868,Village,1,5.665431729602026
869,Vincente,2,5.352559408321686
870,Violets,1,6.9923026702511155
871,Virginia,1,2.703952934526574
872,Vivian,1,2.527279116006266
873,WOULD,1,4.7614614821159105
874,Wade,1,3.4216871366309136
875,Waken,9,9.356581332250501
876,Wanda,2,4.769760284930606
877,Wandsworth,1,6.561519754158661
878,Warsaw,1,4.445264239356109
879,Water,1,3.7195215805467123
880,We,17,2.064983409173365
881,Weaving,1,8.864104847152706
882,Well,9,1.7482970942891978
883,Wellwood,1,5.568267981148377
884,Westenra,1,6.060744466246172
885,Westmacott,1,4.932279214428381
886,Wharton,2,3.768822078996166
887,What,14,1.6176094968682049
888,When,12,2.0295028679638705
889,Where,1,0.9199673560385943
890,Whether,1,2.7007900431180656
891,Which,1,2.421564680684508
892,While,5,3.2400873409653683
893,Who,4,2.1720211046460784
894,Why,12,2.1809525172211304
895,Wilfrid,1,2.6455047274609775
896,William,1,1.603933681152221
897,With,8,2.5669955272187712
898,Without,1,2.3531027356767127
899,Women,3,4.188165590276408
900,Won,2,3.747609162356974
901,Wood,1,4.224533234447283
902,Woods,1,5.239763914176342
903,Would,2,2.3335917173349943
904,Wrexhill,1,4.803661836606287
905,XIV,1,3.59110528858896
906,XXIII,1,4.205393894236585
907,XXV,2,5.063013402431842
908,Ye,5,4.10364177675858
909,Year,1,4.106213574146952
910,Yes,10,1.812465697841992
911,Yesterday,1,3.8369402511052404
912,Yet,2,1.4432265853558954
913,York,3,2.8314183855031425
914,You,21,1.4298474650195714
915,Your,1,0.7756965691662505
916,Zambesi,1,5.645229022284506
917,Zara,2,4.501006222364344
918,Zebedee,1,8.864104847152706
919,_Now_,1,7.4778104860328165
920,________,1,7.611341878657338
921,_cabaret_,1,9.557252027712652
922,_debonnaire_,1,9.557252027712652
923,_dégagé_,1,9.557252027712652
924,_festa_,1,7.947814115278552
925,_life_,1,7.360027450376433
926,_me_,1,3.9927316203899585
927,_these_,1,7.611341878657338
928,a,675,2.320906285490744
929,abandon,2,3.8369402511052404
930,abandoned,1,2.5352756046404923
931,abandonment,1,4.159089326194899
932,abhors,1,6.03089150309649
933,aboard,2,3.97752220172643
934,abounding,1,5.162802873040214
935,about,22,1.4412014815398495
936,above,5,1.8974205006412823
937,abruptly,1,1.9679162045420353
938,absence,1,1.667792878308128
939,absent,1,2.2635543071112147
940,absolutely,1,1.8244444972906313
941,abundant,1,3.59110528858896
942,accompanied,3,3.0833613313603774
943,accompaniment,2,4.807981497750804
944,accomplishments,3,4.803661836606287
945,according,1,1.8297169172372036
946,account,2,1.5702371885782203
947,accursed,1,3.234686787785368
948,accustomed,3,2.8342211901407803
949,acquaintance,1,1.3482157619375812
950,acquaintances,1,2.823850135875293
951,acquirements,2,5.919665867986266
952,across,2,0.9540646431295537
953,active,3,3.267536456803655
954,activity,1,2.9614715137513405
955,actually,1,1.7236518040515485
956,added,3,1.3923623962903466
957,addition,1,2.9669509795159663
958,address,2,2.3752799272323046
959,addressed,1,1.7248411005247322
960,addresses,1,3.981302924566336
961,addressing,1,2.4597031770978597
962,admirable,1,2.871391080644293
963,admit,2,2.510169683509416
964,adopt,1,3.461427465280427
965,adorned,4,4.722956218732803
966,advantage,1,1.5697275478638852
967,adventure,2,2.9452109928795602
968,adventurers,1,4.4635018269058895
969,adventures,1,2.8214720134703253
970,afar,1,3.710813252654928
971,affairs,1,1.487909660901017
972,affect,1,2.9492514024165652
973,affectations,1,5.606008309131225
974,affecting,1,3.452458795297667
975,affection,1,1.3817044316916252
976,affectionate,2,3.0234631897793087
977,affirmative,1,4.2639472029881595
978,affliction,1,3.5241658059138508
979,afforded,3,4.006879766355985
980,afraid,4,1.8260891443364158
981,after,13,1.3564147693328032
982,afternoon,2,1.389758166498722
983,afterward,1,2.506262580644607
984,afterwards,1,1.1962449194857434
985,again,30,2.1384111587586667
986,against,3,0.5883889137391838
987,age,2,1.5560645201039476
988,aggressive,1,4.274048298974663
989,agitated,2,3.339648420310662
990,agitation,1,2.313739053047171
991,ago,3,1.6065146304967046
992,agreeable,3,2.994807934018932
993,aguish,1,7.765492558484597
994,ain,3,2.3096967220166276
995,air,20,2.880672471741989
996,airily,1,4.97228454904208
997,airy,7,5.628231445915935
998,al,1,5.175225393038771
999,alacrity,1,3.767291856815399
1000,ale,1,3.4457846882099736
1001,alert,3,4.239132033868436
1002,alike,1,2.3295895289839974
1003,all,103,2.111233526489537
1004,allowed,1,1.1454193519542408
1005,almost,20,2.642968106767815
1006,aloes,1,6.091516124912926
1007,alone,3,0.9501571957011339
1008,along,10,2.493262526699879
1009,aloud,2,2.3650699689994066
1010,already,4,1.5857347374981516
1011,also,5,1.527233039731124
1012,altars,1,4.847721826400318
1013,alternate,1,4.494656994685686
1014,alternately,2,4.268984997018117
1015,alternating,1,5.2531869345084825
1016,although,1,0.9555338812267268
1017,altogether,1,1.326674810566198
1018,always,22,2.3365789739377476
1019,am,18,1.5548367043452798
1020,amble,1,6.261415161708323
1021,amiable,2,3.1372570995655096
1022,amid,2,2.618967543695692
1023,amidst,1,3.140519745200326
1024,amiss,1,3.5459848533084903
1025,among,14,2.5772425345411922
1026,amongst,3,3.4109227700437548
1027,amorously,1,7.072345377924652
1028,amuse,2,3.452458795297667
1029,amused,2,2.752083337505616
1030,amusement,1,2.1188684976683447
1031,amusements,3,4.795078092914896
1032,amusing,7,4.4991880400452855
1033,an,26,1.0533233452836184
1034,ancestry,1,4.875120800588432
1035,and,1335,2.634998611163308
1036,ane,1,3.981302924566336
1037,angle,1,3.3111452622310895
1038,animal,1,1.9200176389231796
1039,animals,1,2.6026131628316644
1040,animated,4,4.4112120966101935
1041,anklets,1,6.784663305472871
1042,another,7,1.3614848373790616
1043,anquera,1,8.458639739044543
1044,answer,3,1.2360737202223717
1045,answered,17,2.1849491530740375
1046,answering,1,2.5343839416300105
1047,answers,2,3.63433402313978
1048,anticipated,1,3.055962357172263
1049,anticipating,1,4.62277809458196
1050,anxiety,1,1.50878328404377
1051,anxious,4,2.46530194755488
1052,any,14,1.1476122307468908
1053,anybody,2,2.272088238404876
1054,anyone,1,1.9297076372241486
1055,anything,5,1.330090333152256
1056,anyway,3,3.8919794078183267
1057,apart,2,2.480176004113812
1058,apartment,2,2.52816446356299
1059,apologetic,2,5.20054320102306
1060,apparel,4,5.505467079909347
1061,apparently,4,2.9160698579720608
1062,appealing,1,3.3669366218595047
1063,appear,5,3.0589698782362182
1064,appearance,7,2.8972257755173394
1065,appearances,1,3.3287410241214688
1066,appeared,7,2.3140454412434095
1067,appearing,2,3.78893103191888
1068,appears,1,2.4416699015281984
1069,application,1,3.2311025545575527
1070,appreciation,1,3.4325686368184476
1071,approach,2,2.684088193500134
1072,approachable,1,6.666880269816487
1073,approaching,2,2.6913609528292137
1074,approve,1,3.153677829777837
1075,aptly,1,5.819582409429284
1076,arcadian,1,8.170957666592761
1077,arch,1,2.969702012887856
1078,arched,1,3.4457846882099736
1079,ardent,1,2.9669509795159663
1080,ardour,1,3.528973507481954
1081,are,68,2.238010587909072
1082,argument,2,2.8707670556630447
1083,argumentative,2,6.156054646050497
1084,aristocrats,1,5.091343909058068
1085,armada,1,7.947814115278552
1086,armed,1,2.3971828201165253
1087,armlets,1,6.918194698097394
1088,armor,1,4.205393894236585
1089,arms,3,1.377491534012752
1090,army,1,1.7530006441845396
1091,arose,1,1.9623676404961328
1092,around,12,3.1232406975919735
1093,arranged,1,1.8943141772511172
1094,arranging,1,3.398156639220719
1095,array,1,3.7703546463459445
1096,arrived,3,2.1984211293702987
1097,arriving,1,3.553364960606113
1098,arrow,1,3.145433760002755
1099,art,2,1.7651095658693683
1100,artful,1,4.2589346611646155
1101,artificial,2,4.091303819780665
1102,artificially,1,5.58696011416053
1103,artistic,1,2.9492514024165652
1104,artless,2,4.908064956307786
1105,arts,1,3.1259209457791735
1106,as,290,2.5231831521834347
1107,ashore,1,3.1520235696818104
1108,aside,1,1.1749625987612162
1109,ask,1,0.05932958828502174
1110,asked,4,0.5991944098363892
1111,asks,1,3.0895533016082983
1112,aspect,1,2.140272406331498
1113,aspects,1,4.331505353999451
1114,assaulting,1,6.3791981973647065
1115,assaults,1,5.367597285686227
1116,assembled,2,3.542315124419528
1117,assemblies,2,5.919665867986266
1118,assembly,1,3.4796097843636176
1119,assented,1,2.9278887742752033
1120,assiduities,1,6.29915548969117
1121,assimilated,1,5.843679961008344
1122,assist,1,2.6686795681472892
1123,associated,1,3.4238539847160037
1124,assumed,2,3.08567882950074
1125,assured,3,2.9099960865884937
1126,assuredly,1,3.3111452622310895
1127,asters,2,6.849201826610442
1128,astonished,1,2.0203548981464823
1129,astonishment,1,1.8537929798454778
1130,astounded,1,4.587438728136651
1131,at,108,1.741630290505154
1132,ate,1,2.2876352781044824
1133,athwart,1,4.821053579318157
1134,atmosphere,2,2.7767620997763913
1135,attacks,1,3.9625406481108127
1136,attempt,2,2.1045595953357563
1137,attempts,1,3.0484828907409702
1138,attend,1,2.1054297911847226
1139,attendant,1,2.942526427508891
1140,attendants,1,3.3897355368243107
1141,attended,2,2.8839540599449984
1142,attention,1,0.7502290717871748
1143,attire,7,5.300626659580043
1144,attires,1,8.864104847152706
1145,attitude,1,1.662561177287028
1146,attract,2,3.983198659731235
1147,attracted,1,2.4839823102529417
1148,attractive,3,4.031799088580868
1149,attractively,1,7.072345377924652
1150,attributed,1,3.63299623029812
1151,aunt,1,1.1212688917219578
1152,autumn,1,2.493348066240584
1153,avant,1,6.561519754158661
1154,avoided,1,2.5912278406065394
1155,awaited,1,2.7637858951326426
1156,awake,3,3.2281254758478686
1157,awakened,1,2.4432959181466174
1158,away,7,0.8987577064075314
1159,awfully,1,2.6830535322593576
1160,awhile,1,2.6455047274609775
1161,awning,3,5.946334115068428
1162,awnings,1,5.707104426002593
1163,axe,1,2.931859659704696
1164,aye,1,3.2749852808166455
1165,baby,2,2.27106031301027
1166,bacchanal,1,9.557252027712652
1167,bachelor,3,4.656927754434078
1168,bachelorhood,1,6.784663305472871
1169,bachelors,1,5.430117642667561
1170,back,14,1.3935958515442197
1171,backwards,1,3.192501270860741
1172,bade,1,2.0479167616960603
1173,badinage,1,5.750589537942332
1174,bagatelle,1,6.338376202844452
1175,bags,1,3.417367475486397
1176,bah,1,5.2805859086965965
1177,bahue,1,8.864104847152706
1178,bairnie,1,7.159356754914282
1179,balconies,1,4.982541049209269
1180,balcony,1,3.23648373346207
1181,bald,1,3.4457846882099736
1182,ball,5,3.33546972554246
1183,balls,1,3.29576034339161
1184,balmy,1,4.580518285292078
1185,band,3,3.3228413019942806
1186,bands,2,4.18894228934458
1187,banks,2,3.2629089612716067
1188,banners,3,5.15869609108756
1189,banquet,2,4.381102295138823
1190,banter,2,5.559051326043454
1191,bantering,1,5.266792586564261
1192,banterings,1,9.557252027712652
1193,barbaric,1,4.5399721908977275
1194,bare,3,2.7949079515043724
1195,barefooted,1,5.514200759878102
1196,barege,1,8.170957666592761
1197,bareheaded,1,4.475847662728189
1198,barks,1,5.568267981148377
1199,baroness,3,4.7477813782118305
1200,barren,1,3.5410948680142984
1201,bathing,1,3.9224624245434025
1202,baths,1,4.803661836606287
1203,batteries,1,4.992903836244816
1204,battle,2,2.420768819122405
1205,bay,1,2.6150953220131825
1206,bazaar,2,5.606008309131225
1207,be,145,2.1199603714360795
1208,beach,1,2.7841716520571165
1209,beam,1,3.6600981600759113
1210,beamed,1,3.9224624245434025
1211,beaming,1,3.8839287605411594
1212,bear,1,0.6808471127057124
1213,bearing,5,3.3559318236173956
1214,bears,1,3.234686787785368
1215,beaten,1,2.493348066240584
1216,beating,1,2.2216180457854504
1217,beats,1,3.8668925733885917
1218,beauties,3,4.475847662728189
1219,beautiful,14,2.9408044333973544
1220,beauty,5,2.3197614400477344
1221,became,10,2.76535663482505
1222,because,8,1.6659680175906828
1223,becks,1,6.466209574354337
1224,become,2,1.2598330701410205
1225,bed,3,1.3249891427758416
1226,bedizened,1,6.156054646050497
1227,bedroom,1,2.1990582749796195
1228,beds,4,4.187777466848288
1229,beeches,1,4.875120800588432
1230,been,58,1.9213486210515873
1231,before,23,1.6849128705898035
1232,began,8,1.7183666666597204
1233,begin,1,1.2382659023205926
1234,begs,1,5.079915213234446
1235,begun,1,1.4659307541822417
1236,behaved,1,2.647498746067842
1237,behind,4,1.3429899195109345
1238,bein,1,3.89082533960022
1239,being,10,1.526289413207025
1240,believe,4,1.2324913368410984
1241,believed,2,1.9018613828865
1242,bells,3,3.8501417629637764
1243,belonged,1,2.1627589204936144
1244,belongs,1,2.9962213618160796
1245,below,1,1.1019342400145022
1246,bending,1,2.453107934725125
1247,beneath,11,3.3747915341371453
1248,bent,1,1.1538996527201741
1249,berries,1,4.533371506866376
1250,beset,1,4.0042924427910345
1251,beside,2,1.2988295652537756
1252,best,4,1.254180705640167
1253,bestowing,2,5.430117642667561
1254,bet,1,2.80498165157091
1255,betrayed,1,2.1366731223018514
1256,betrayer,1,5.6254263949883265
1257,betrothed,1,3.563290600406083
1258,better,4,0.8514653227416112
1259,bettered,1,5.773062393794391
1260,between,5,1.218276824257632
1261,beyond,1,0.5911511703454135
1262,bid,1,2.2635543071112147
1263,bidden,1,3.7401408677494477
1264,bidding,1,2.6861607331021062
1265,big,2,1.3067625023630038
1266,bird,13,4.33772814943772
1267,birds,8,3.9980137455163756
1268,bit,3,1.8983951749100136
1269,biting,1,3.528973507481954
1270,bitter,1,1.5171273632642719
1271,black,2,0.8195587759276224
1272,blame,1,1.8655952049021056
1273,bland,1,4.347765874871231
1274,blanket,1,3.206366310997913
1275,blazers,1,7.947814115278552
1276,blended,1,3.8568084543219654
1277,blessed,1,2.20417010719722
1278,blessing,2,3.0849057332117513
1279,blessings,1,3.5583154657659692
1280,blithe,2,5.505467079909347
1281,blithesome,1,7.4778104860328165
1282,blithsome,1,8.864104847152706
1283,blood,5,2.12500493420071
1284,bloom,1,3.0818193110085623
1285,bloomed,2,5.462907465490551
1286,blooming,2,4.666902899490898
1287,blossom,1,3.563290600406083
1288,blossoms,3,4.634840967031235
1289,blown,1,2.9239335944322753
1290,blude,1,6.512729589989229
1291,blue,21,3.6940267786474275
1292,bluid,1,6.421757811783502
1293,blush,1,2.775059971705861
1294,board,2,2.4116616486733156
1295,boast,1,3.338651908020923
1296,boasted,2,4.720970120761174
1297,boasting,1,4.62277809458196
1298,boat,2,1.8181105239468038
1299,boats,2,3.3346757596412835
1300,bode,1,6.849201826610442
1301,body,4,1.8439141388407814
1302,boisterous,3,5.275966962840302
1303,bold,1,2.1438846920174117
1304,bon,1,4.398196728498123
1305,bones,1,2.2793134547669904
1306,bonhomie,1,6.9923026702511155
1307,bonnet,2,3.297670563647729
1308,bonnets,2,5.003375136112111
1309,book,1,0.5665613177964232
1310,books,1,0.9584788493039919
1311,booths,1,5.323145523115393
1312,boots,1,2.056722542317357
1313,border,1,3.5098798486663743
1314,bore,2,2.2696913874029283
1315,borrowed,1,3.4981288321308552
1316,bosom,2,2.442482579346189
1317,botas,1,7.360027450376433
1318,both,5,1.3823238185184878
1319,bottle,2,2.6830535322593576
1320,boughs,1,3.3287410241214688
1321,bought,3,2.903958983302152
1322,bound,1,1.2438900765782517
1323,bounded,2,4.045841445703907
1324,bounding,1,4.214917775747841
1325,bounteously,1,8.170957666592761
1326,bourgeoning,1,8.170957666592761
1327,bow,2,2.4916386641149346
1328,bowed,2,2.27106031301027
1329,box,2,1.9935323592982856
1330,boy,6,1.7952232746068861
1331,boys,3,2.148115583792524
1332,bracelets,1,4.566819440933916
1333,braid,1,4.893812933600585
1334,braided,1,4.7950780929148955
1335,branch,1,2.834622232857204
1336,branches,1,2.355335710181025
1337,brass,2,3.547211095031735
1338,bravado,1,4.97228454904208
1339,brave,11,4.001477521861225
1340,bread,1,1.6156007747820966
1341,breakfast,1,1.2046976582380613
1342,breaking,1,1.825759998466968
1343,breast,2,2.0372885106759218
1344,breath,1,0.849934467439439
1345,breathed,2,3.1421550685410566
1346,breeze,6,4.215715542044639
1347,brick,1,2.737235663038522
1348,bridal,2,4.580518285292078
1349,bridals,1,7.765492558484597
1350,bridegroom,1,3.7371690973602902
1351,bridge,2,2.6045233830877836
1352,brief,3,2.9345157037628122
1353,brig,1,4.039799131247944
1354,brigades,1,6.338376202844452
1355,bright,50,4.7957620874696065
1356,brightened,1,3.265682888154332
1357,brighter,1,3.3486620016160233
1358,brightness,1,2.9891741163006764
1359,brilliant,22,4.842412440842347
1360,brisk,3,4.71569306366033
1361,briskly,1,3.309209153204223
1362,broad,1,1.3155488679828338
1363,broke,9,2.9431223750831443
1364,broken,3,1.812249224196813
1365,brokers,1,4.829864209000312
1366,broncho,1,4.912861128571279
1367,brood,1,4.145605975857612
1368,brooding,2,3.7122593845049274
1369,brook,1,3.245517218559738
1370,broom,1,4.181973620028487
1371,brother,4,1.663213645036325
1372,brothers,1,2.2054521586548756
1373,brought,10,2.141655574005484
1374,brow,1,1.7264290325773364
1375,brown,2,1.9075594040011377
1376,brush,1,2.813192841401305
1377,brushing,1,4.106213574146952
1378,brushwood,1,4.342316270103667
1379,bubbles,1,4.847721826400318
1380,buffoon,1,6.512729589989229
1381,building,1,1.7950814205744474
1382,buildings,1,2.8602177800461677
1383,bulbs,1,6.03089150309649
1384,bunches,1,4.507396020463115
1385,bunting,2,6.954562342268268
1386,buoyant,4,5.7017993737729
1387,burg,1,6.918194698097394
1388,burned,1,2.296026935740731
1389,burning,2,2.4613588066151206
1390,burst,1,1.3713445462303275
1391,bursts,1,4.294561838807766
1392,bushy,1,4.482078212478825
1393,business,2,0.7602325398102173
1394,busters,1,7.765492558484597
1395,bustle,2,4.058036718797726
1396,bustling,2,4.816677204718358
1397,busts,1,5.496809017166233
1398,busy,8,3.5866281464765217
1399,but,114,2.0680459022774818
1400,butterflies,2,5.2805859086965965
1401,butterfly,2,4.663150549872348
1402,buttonhole,1,5.1264352288693384
1403,buy,2,2.3737607472971347
1404,by,76,1.864778427284449
1405,caballeros,5,6.835956599860421
1406,cabinets,1,4.912861128571279
1407,cafes,1,5.919665867986266
1408,cage,2,4.224533234447283
1409,calamity,2,4.002356333764168
1410,calculated,1,2.946555982994893
1411,calico,1,4.445264239356109
1412,call,2,0.8634200626379581
1413,callant,1,5.973733089256542
1414,called,10,2.167688074035017
1415,calls,1,2.3180370539328465
1416,calm,2,2.107172457905153
1417,calmly,1,2.0813460583452548
1418,camaraderie,2,7.305960229106157
1419,came,28,2.049620756702594
1420,camel,1,4.336896202634327
1421,camp,1,1.5235935998265016
1422,can,6,0.24075145990807872
1423,candour,1,3.7401408677494477
1424,cane,1,3.2601427077787166
1425,cannot,7,1.9200176389231796
1426,canny,2,6.400251606562539
1427,canopied,1,6.001903966223239
1428,canopy,3,5.146475979752784
1429,canst,1,3.6683740693797713
1430,cap,2,2.5931164152944075
1431,capital,3,3.3594510476068415
1432,capricious,1,4.019917760694115
1433,caps,3,4.734285896736946
1434,captain,3,2.6293673774353494
1435,car,1,2.2203151140050346
1436,cards,1,2.4805982122687014
1437,care,4,1.5067080977295766
1438,cared,1,1.854244345233416
1439,career,2,2.9102123729524814
1440,careful,1,1.924366522317519
1441,careless,20,5.373676331762609
1442,carelessness,1,3.7611942769472804
1443,caress,1,3.78893103191888
1444,carmines,2,9.557252027712652
1445,carnations,1,5.2531869345084825
1446,carnival,2,5.8936903815830055
1447,carolling,1,6.918194698097394
1448,carols,1,6.784663305472871
1449,carpet,1,2.3144541049188967
1450,carpets,1,4.123530024158413
1451,carriage,4,2.3051980758598383
1452,carried,2,1.4599779013747296
1453,carrol,1,9.557252027712652
1454,carry,1,1.2094246819301535
1455,carrying,2,2.572072851765711
1456,carved,1,2.908267477687876
1457,case,2,0.9675521455096665
1458,cast,2,2.0179590498022613
1459,castle,2,2.249379246948946
1460,catastrophe,1,3.297670563647729
1461,catch,1,1.6245310002307038
1462,catching,1,2.5940620418424145
1463,cathedral,1,3.0911073034750327
1464,cathedrals,1,5.414117301321119
1465,caught,4,1.966778763661109
1466,cause,3,1.909943195356414
1467,cautious,1,3.1890648413621596
1468,cavalcade,6,6.1728617643668775
1469,cavalcades,2,8.170957666592761
1470,cavalier,4,5.479714583806933
1471,cavalieros,1,8.458639739044543
1472,cavern,2,4.383931151339301
1473,ceased,2,2.167996954346353
1474,ceaseless,1,4.072455094221997
1475,celebrity,1,4.97228454904208
1476,censure,1,3.9224624245434025
1477,cent,1,2.9933965011805244
1478,center,1,3.486514299710162
1479,centre,1,1.9306818214219919
1480,ceremony,1,2.442482579346189
1481,certain,4,1.5240802573103545
1482,certainly,4,2.0351222493359655
1483,cha,1,6.6128130485462115
1484,chaffinch,2,8.640961295838498
1485,chafts,1,7.611341878657338
1486,chagrin,1,4.2589346611646155
1487,chains,2,4.039799131247944
1488,chair,2,1.058528352580076
1489,chairs,1,2.206735855878654
1490,chaises,1,6.784663305472871
1491,challenge,2,3.8369402511052404
1492,challenging,1,4.97228454904208
1493,chamber,1,1.4726896124773485
1494,chamois,1,5.868372573598716
1495,chance,2,1.2544904470086031
1496,chanced,1,2.495917660802214
1497,change,6,2.308510904256423
1498,changed,6,2.8153545794938046
1499,changing,2,3.2948065998763
1500,chant,2,4.517057931374852
1501,chap,2,3.105992027951458
1502,character,5,2.3686882452219065
1503,characteristic,1,2.755968993241032
1504,characters,1,2.749317084012726
1505,charges,1,3.560799939093631
1506,chariots,1,5.6254263949883265
1507,charmed,1,3.2749852808166455
1508,charming,8,3.8538863065527935
1509,charmingly,1,4.5399721908977275
1510,chat,1,3.609217038532006
1511,chateau,1,3.484207493612247
1512,chatted,1,4.347765874871231
1513,chatter,2,4.099796439826318
1514,chattering,1,3.454693433099083
1515,chatting,2,4.682054704511501
1516,chatty,1,5.973733089256542
1517,cheap,2,3.3287410241214688
1518,check,1,2.493348066240584
1519,cheeked,1,4.7950780929148955
1520,cheeks,1,1.4573941169750664
1521,cheered,1,3.4480044449482867
1522,cheerful,17,4.760975455374873
1523,cheerfully,1,2.5660751405914426
1524,cheerfulness,1,3.2011443670167608
1525,cheery,4,4.9200987958715094
1526,cher,1,5.352559408321686
1527,chest,1,2.3194738357892093
1528,childhood,1,2.49249299992085
1529,childish,4,4.006232307608862
1530,children,15,2.864424145273384
1531,chimney,2,3.4558126273960985
1532,chin,1,2.0751331041605368
1533,china,1,3.3267705801341703
1534,chintz,3,6.2370237085841636
1535,chirping,2,6.07601193837696
1536,chivalrous,1,4.248984330311448
1537,choicest,1,4.992903836244816
1538,chords,1,4.214917775747841
1539,chorus,2,3.592388162401849
1540,chuckle,3,4.958770829875357
1541,church,2,1.5775707253249112
1542,churchyard,1,3.29576034339161
1543,cigarette,1,2.6615693299647845
1544,cinder,1,5.462907465490551
1545,circle,2,2.517153561742802
1546,circles,4,4.651977249274222
1547,circlets,1,7.360027450376433
1548,circumstance,1,2.1763729921485355
1549,city,13,3.474681932082377
1550,clad,2,3.106781605568476
1551,clangour,1,6.060744466246172
1552,clanking,1,5.046392521195802
1553,clean,1,1.679096691209328
1554,cleaner,1,5.068615657980512
1555,cleanliness,1,4.651977249274222
1556,clear,5,2.1327288155088953
1557,cleared,1,2.2813874271661194
1558,clearly,2,2.495060395426096
1559,cleaves,1,7.254666934718607
1560,clerics,1,6.918194698097394
1561,clerks,1,3.63299623029812
1562,clever,3,2.695191707992645
1563,climate,2,4.0042924427910345
1564,climb,1,2.837031872577357
1565,clo,1,7.159356754914282
1566,cloak,1,2.0118622781008284
1567,cloaks,1,4.123530024158413
1568,clock,1,0.7924178133818175
1569,cloisters,1,4.69743962335098
1570,close,4,1.8591094337455156
1571,closed,2,1.5903185293078124
1572,closely,3,3.0685538103581464
1573,cloth,3,3.373103136775169
1574,clothes,7,3.198914711689492
1575,clothing,1,3.057464987056798
1576,clouded,1,3.5313860538873376
1577,clouds,2,2.6272461397956954
1578,cloudy,2,4.97739964970885
1579,club,1,2.359068450610709
1580,clusters,1,4.4635018269058895
1581,coaches,1,4.786567403246988
1582,coat,6,3.156994582403831
1583,coats,4,4.543288943523722
1584,cock,1,3.6014146582478213
1585,cocked,1,3.9889075239515552
1586,cocktail,1,5.973733089256542
1587,cocktails,2,6.784663305472871
1588,coffee,2,2.819692125726629
1589,coin,1,3.23648373346207
1590,cold,1,0.43388666975087636
1591,coldly,1,2.4152154530058496
1592,collar,1,2.5352756046404923
1593,colonel,1,3.1703727083500075
1594,colony,1,4.110514656046342
1595,color,2,3.0703293339698012
1596,colored,2,3.539876098820169
1597,colors,6,5.655279358138007
1598,colossal,1,4.219713948011334
1599,colour,4,2.741612037638321
1600,coloured,9,4.2871055381313115
1601,colouring,1,3.707927247765793
1602,colours,7,4.796299840165219
1603,come,12,1.1611912247779468
1604,comes,3,1.8333947441117924
1605,comfort,3,2.30213167411756
1606,comfortable,1,1.7798784250547905
1607,coming,3,1.1881722217606323
1608,command,2,2.081062812344211
1609,commander,1,3.731251920332202
1610,commanding,1,3.0864525239300504
1611,commenced,1,3.1195003779762507
1612,commencement,1,4.205393894236585
1613,comments,2,4.46657402594286
1614,commission,1,2.946555982994893
1615,common,2,1.526029259064229
1616,community,1,2.990579597909411
1617,companies,2,4.442256718292153
1618,companion,7,2.86889731376589
1619,companions,1,1.9548506920468338
1620,companionship,2,3.8271522447390773
1621,company,25,3.9079961390778197
1622,comparatively,2,4.025840778997238
1623,compared,1,2.540642343818433
1624,compassion,1,2.7637858951326426
1625,compelled,1,2.2177143323049773
1626,compelling,1,4.248984330311448
1627,compensate,1,4.7614614821159105
1628,compensation,1,4.101930912354951
1629,complacency,1,3.8770794186955846
1630,complacent,1,4.728938290410351
1631,completely,2,2.702370238337583
1632,complexion,2,3.4238539847160037
1633,compliment,1,2.816732668106429
1634,compliments,2,3.6451012873243958
1635,compos,1,7.360027450376433
1636,composed,1,2.5097348063553566
1637,composition,1,3.404519333008548
1638,composure,1,2.7910603130523017
1639,comrade,2,3.7137076106812925
1640,conceive,1,2.9108615128649227
1641,concerns,1,3.2400873409653683
1642,conclude,1,3.6907839707793553
1643,concourse,1,4.982541049209269
1644,condition,2,2.25610422185662
1645,confessed,1,2.6287142095479865
1646,confidence,2,2.0337707151391546
1647,confident,6,4.7356272785611475
1648,confusion,3,2.978000815702551
1649,congenial,1,3.9588300687142772
1650,conjuror,1,5.479714583806933
1651,connected,1,2.2367250654399125
1652,conquer,1,3.0895533016082983
1653,conqueror,1,4.279137368482135
1654,conquerors,1,5.294572150671336
1655,conscious,2,1.8486168683676878
1656,considered,1,1.4064955574371005
1657,consisting,2,4.879761180144935
1658,consort,1,4.829864209000312
