,collocate,raw_frequency,MI
1659,conspicuous,1,3.452458795297667
1660,constantly,1,2.2967294296227996
1661,contagion,1,4.7950780929148955
1662,contagious,1,5.079915213234446
1663,contemplated,2,4.276589596403336
1664,contempt,4,3.3787893759268135
1665,contemptuously,1,3.443569847880421
1666,content,1,1.7432563527098615
1667,contented,1,2.658537493382664
1668,continually,1,2.556917567437422
1669,continued,8,2.3797559120395233
1670,contradict,1,3.9368511619955022
1671,contrast,7,4.450441127535643
1672,conversation,11,3.011641168473783
1673,converse,2,3.8736722603739704
1674,conversed,1,3.6851342382372363
1675,conveys,1,5.868372573598716
1676,convulsively,1,4.310227955552166
1677,cool,1,1.828396203860109
1678,copper,1,3.533804434751619
1679,coquetting,1,6.060744466246172
1680,coquettish,1,5.091343909058068
1681,coral,1,4.244046048670865
1682,cordial,1,3.238283913966218
1683,cords,1,4.427353312789578
1684,corner,1,0.7913255139832086
1685,corners,1,2.5762462869909224
1686,corresponding,1,4.055993817167925
1687,correspondingly,1,7.159356754914282
1688,corridor,1,2.80498165157091
1689,cost,1,1.8126822183581566
1690,costly,2,4.494656994685686
1691,costume,3,3.990180598598353
1692,costumes,5,5.973733089256542
1693,cottage,3,2.906541851720406
1694,cottons,1,6.918194698097394
1695,could,31,1.4481435014825057
1696,couldn,1,0.9916496970887272
1697,counted,1,2.6248041361401437
1698,countenance,2,1.8812420956837643
1699,countenances,2,4.908064956307786
1700,counter,1,2.8298203028617968
1701,countess,2,4.674450105126281
1702,countesses,1,6.29915548969117
1703,countless,1,3.853469553056451
1704,country,6,1.8401232992024374
1705,couple,1,1.7264290325773364
1706,courage,4,2.6661343898835383
1707,courageous,2,4.852236506754845
1708,courier,1,4.553305721767193
1709,course,2,0.20268145006523763
1710,court,8,3.485071922422738
1711,courted,1,4.533371506866376
1712,courteous,1,3.0957838513589344
1713,courtesy,2,3.3189274026731446
1714,courtier,3,5.843679961008344
1715,courts,1,3.3248040111621293
1716,cout,1,8.864104847152706
1717,cover,1,2.139671625298108
1718,covered,4,2.6146123468770135
1719,cows,1,3.0973475733351172
1720,cracking,1,4.294561838807766
1721,craving,1,3.7137076106812925
1722,created,1,2.922618669850966
1723,creation,1,3.4238539847160037
1724,creature,4,2.470096120364224
1725,crests,1,4.903291677555129
1726,crew,1,2.753746770104314
1727,cried,11,1.9080357078920192
1728,cries,2,2.941856410733407
1729,crimson,3,3.7031356717558936
1730,crippled,1,4.163624481360291
1731,crossed,1,1.478873924086133
1732,crowd,13,3.6750015655784862
1733,crowded,2,2.7548572643883413
1734,crowds,3,4.569089589468455
1735,crying,1,1.8596766809103091
1736,cuckquean,1,9.557252027712652
1737,culled,1,5.79605191201909
1738,cultivation,2,4.898541074796531
1739,curbstone,1,6.001903966223239
1740,curious,1,1.3660660230698636
1741,curiously,1,2.3538465066295573
1742,curling,1,3.7342061322296334
1743,curly,1,3.673929639224373
1744,curtain,1,2.3748999158273896
1745,curtains,3,3.633887893308602
1746,curved,1,3.6170807749922207
1747,customary,1,3.3169761825418824
1748,cypress,1,5.2805859086965965
1749,d,4,1.154067752908282
1750,dahlias,1,5.946334115068428
1751,daily,3,2.778087983103502
1752,dainty,1,3.001895135901987
1753,daisies,1,4.659412227761741
1754,damask,1,4.5399721908977275
1755,dampt,1,7.947814115278552
1756,dance,6,3.5616294704560065
1757,danced,11,5.078882688620256
1758,dancers,2,4.8123198993494025
1759,dances,2,4.274048298974663
1760,dancing,5,3.743718689097332
1761,danger,1,1.0052710108107508
1762,dangers,1,3.010466616952128
1763,dare,5,2.7261618336660005
1764,daring,4,3.891690765876649
1765,dark,7,2.0144327792515946
1766,darker,1,3.4981288321308552
1767,darling,1,1.992495014806923
1768,darlings,1,5.239763914176342
1769,dashing,6,5.224328106046502
1770,dat,1,3.2116156668840565
1771,daughter,2,1.0951488026143748
1772,daughters,2,2.9405177224478107
1773,dawn,3,3.0351592295425
1774,dawns,1,5.946334115068428
1775,day,20,1.722642012952883
1776,days,13,2.3076543419347084
1777,dazzling,5,4.807116071474375
1778,de,4,1.8532290594560903
1779,dead,3,1.20249933749722
1780,dear,8,1.6747956093099374
1781,death,4,1.4453239644019127
1782,deathlair,1,9.557252027712652
1783,debonair,3,6.966984862266825
1784,debonnaire,2,8.170957666592761
1785,deceitful,1,4.501006222364344
1786,deceits,1,6.849201826610442
1787,deceiver,2,6.3791981973647065
1788,decided,1,1.4995578328970647
1789,decisive,1,3.63299623029812
1790,deck,1,1.9729872093235932
1791,decked,3,5.531900336977503
1792,declared,2,2.056446184708855
1793,decorated,1,3.8078590418043987
1794,decorations,1,4.398196728498123
1795,dedication,1,5.946334115068428
1796,deep,3,1.4732035135113215
1797,deeply,1,1.588586327246417
1798,deer,1,2.9452109928795602
1799,defiance,3,3.8646428536545763
1800,defiant,1,3.702180105510225
1801,defiantly,2,4.674450105126281
1802,define,1,4.064190584372104
1803,deftly,2,5.144453734372017
1804,dejection,1,4.039799131247944
1805,delicate,4,2.8176195861246565
1806,delicious,1,2.5940620418424145
1807,delight,6,3.213664548034
1808,delighted,5,3.421687136630913
1809,delightedly,1,4.713064941254061
1810,delightful,4,3.2948065998763
1811,delightfully,1,4.210144496995183
1812,delinquencies,1,6.666880269816487
1813,deliverance,1,4.0004239660131145
1814,deluged,1,6.156054646050497
1815,delusions,1,5.003375136112111
1816,demeanour,1,3.3150287622574868
1817,demurely,1,4.392466053789138
1818,departing,1,3.8668925733885917
1819,departure,4,3.238283913966218
1820,dependent,1,3.3876412952211963
1821,deportment,1,4.234242048574244
1822,depression,1,3.2824900064707134
1823,deprived,1,3.3111452622310895
1824,depth,1,2.8915683099302436
1825,depths,1,2.4646783117379734
1826,derision,1,3.940480930046081
1827,descend,1,3.068047096387335
1828,describe,1,2.599754656835701
1829,described,2,2.939849049738175
1830,description,1,2.45392996518654
1831,desert,1,2.084751282975094
1832,deserted,2,2.8358263269220085
1833,designed,1,3.4727526146374808
1834,desire,1,0.8072026061284127
1835,desires,2,3.475033117336206
1836,desirous,1,3.245517218559738
1837,desolate,2,3.5521311541571845
1838,despair,1,1.6004249056225415
1839,despaired,1,4.786567403246988
1840,desperate,2,2.7593116147377215
1841,desperately,1,3.0292941100901016
1842,despite,1,3.145433760002755
1843,destined,1,2.8479476874543534
1844,detachment,1,4.398196728498123
1845,detained,1,3.3189274026731446
1846,determined,4,2.4726065819337673
1847,developed,1,2.80264792822469
1848,devices,1,3.9224624245434025
1849,devil,1,1.5913592926281237
1850,devoirs,1,6.29915548969117
1851,devote,1,3.486514299710162
1852,devout,1,3.9514499614166545
1853,dey,1,4.239132033868436
1854,dialect,1,4.0042924427910345
1855,dialogue,1,3.6711479962624964
1856,diamonds,1,2.814371391920749
1857,dice,1,4.403960433214873
1858,did,20,1.4242958629628315
1859,didn,1,0.36090916538032297
1860,difference,1,1.5485538447241232
1861,different,5,2.2461672527527723
1862,difficult,3,2.3713600891222657
1863,dignity,1,1.6081605278821356
1864,dingy,1,3.4347592181982662
1865,dining,2,2.678925559421327
1866,dinner,3,1.665298178249185
1867,dinners,1,3.5241658059138508
1868,dirty,1,2.4630171817878965
1869,disappointed,1,2.148115583792524
1870,discharged,1,3.679516245933013
1871,discomforts,1,5.18780417524563
1872,discontented,1,3.8702766713728325
1873,discords,1,6.2250475175374484
1874,discourse,2,3.584715490490189
1875,discovered,1,1.3071542751398073
1876,disfigured,1,4.745067672340235
1877,disguise,1,2.794522520780773
1878,disgustingly,1,6.466209574354337
1879,dish,2,3.723904348701807
1880,dishevelled,1,4.392466053789138
1881,dismissed,1,2.746007649111359
1882,disobedience,1,4.560039753948537
1883,dispersed,1,3.830404280125455
1884,displayed,2,3.641049965105217
1885,displeasure,1,3.003318623686841
1886,disported,1,6.6128130485462115
1887,disposition,8,4.46657402594286
1888,dissipated,10,6.375040187216043
1889,dissipating,1,7.360027450376433
1890,dissipation,4,5.488225273474841
1891,distance,3,2.0166304990554997
1892,distant,2,2.163066281799246
1893,distinguee,1,8.864104847152706
1894,distractedly,1,5.707104426002593
1895,distress,1,2.000824058272399
1896,disturb,1,2.7694070454030726
1897,disturbed,1,2.0230237014385626
1898,diversified,1,5.686051016804761
1899,diversions,1,4.875120800588432
1900,divert,1,4.1367170284403665
1901,divine,1,2.2967294296227996
1902,divinities,1,5.919665867986266
1903,do,19,1.0685449509152039
1904,docile,1,4.546616733616396
1905,doctors,1,3.010466616952128
1906,doesn,1,1.2604561619425994
1907,dog,7,3.0791813670739066
1908,dogs,1,1.8896259361276615
1909,doings,4,4.5399721908977275
1910,doll,1,3.78893103191888
1911,domestic,1,2.2581305650018524
1912,domesticity,1,5.514200759878102
1913,don,5,0.6327554189146103
1914,done,3,0.540901017398106
1915,donned,1,4.97228454904208
1916,dons,1,5.750589537942332
1917,door,2,-0.015437161298067024
1918,doors,2,2.235402313924296
1919,dormant,1,4.778128534601123
1920,doth,1,4.008175942817433
1921,double,1,2.0029172039869043
1922,doubly,1,3.7734268453829145
1923,doubt,5,1.865777869986183
1924,doubtless,1,2.0198219911261432
1925,down,9,0.7571548272977332
1926,downs,1,4.248984330311448
1927,downstairs,1,2.4287560820326157
1928,dozen,2,2.185133999374865
1929,dragged,1,2.1535817377002786
1930,draw,1,1.5813436675471138
1931,drawing,2,1.4438253877689975
1932,drawn,3,2.261969341309018
1933,dreadful,1,1.4913584807483784
1934,dream,1,1.1583920232582794
1935,dreamed,1,2.477225527790062
1936,dreams,3,3.0494769266081097
1937,dress,11,3.163053371007737
1938,dressed,4,2.7105745982391056
1939,dresses,4,4.172756964923563
1940,dressing,3,3.1942239241721873
1941,drew,1,0.3885673310053019
1942,drive,1,1.3702309603691476
1943,driven,1,1.7260318131083596
1944,drizzly,1,7.159356754914282
1945,drove,2,2.1813698794976397
1946,drown,1,3.7371690973602902
1947,drums,1,4.186613999584989
1948,dry,1,1.6195202524525436
1949,du,1,3.526566767451389
1950,duchesses,1,5.79605191201909
1951,due,1,1.7001581628101596
1952,duke,1,2.78531647187305
1953,dull,1,1.5252167133138275
1954,during,5,2.1707811788827582
1955,dusty,1,2.9358463759485174
1956,duties,1,2.077952389929819
1957,dwarf,1,3.4480044449482867
1958,dwell,1,2.7028975254576304
1959,dwelling,1,2.6465012397507164
1960,dyes,1,6.3791981973647065
1961,each,8,1.813494588085197
1962,eager,2,2.2261917224940198
1963,eagerness,1,2.361314801237083
1964,ear,2,1.9893894222487698
1965,early,3,1.8485420488696915
1966,earnest,2,2.4997844755021883
1967,earnestly,1,2.0790823335528668
1968,ears,1,1.0888290006658439
1969,earth,1,0.7017311791757417
1970,ease,1,1.7079282096720914
1971,easier,1,2.475543441607077
1972,easily,1,1.1171558866813815
1973,east,1,2.297432417349466
1974,easy,19,3.719982021042914
1975,eat,1,1.3163394860237532
1976,echo,2,3.819068126339119
1977,echoed,2,3.1147118612444533
1978,education,1,1.9598557074998575
1979,effect,2,1.6505206502377523
1980,effort,3,2.283928137621663
1981,efforts,2,2.81201567822829
1982,eh,1,2.1277311849261897
1983,eight,1,1.4480270746226975
1984,either,1,0.3559524003886185
1985,elastic,2,4.879761180144935
1986,elate,1,6.466209574354337
1987,electric,1,2.937178821182296
1988,elegance,1,3.4216871366309136
1989,elegant,4,4.2185127466657
1990,elephantine,1,6.261415161708323
1991,elf,1,5.337744322536546
1992,elicited,1,4.803661836606287
1993,elixir,1,5.843679961008344
1994,embarked,1,4.566819440933916
1995,embarrassed,1,2.877652841868269
1996,embattled,1,6.2250475175374484
1997,embellished,1,5.531900336977503
1998,embroidered,2,4.0621350851900075
1999,embroidery,3,5.1224748276532415
2000,eminently,1,3.981302924566336
2001,empire,1,3.6907839707793553
2002,employer,1,3.2473337494861356
2003,employments,1,4.952081841724561
2004,emptied,1,3.7166103703392537
2005,enameled,1,7.159356754914282
2006,enamoured,1,5.003375136112111
2007,enchanted,2,4.099796439826318
2008,enchanting,3,5.1304113772489774
2009,encountering,1,4.736970462107616
2010,end,4,1.1160223751034533
2011,ended,1,1.8253213057641657
2012,endless,1,2.8286234146279505
2013,endlessly,2,6.03089150309649
2014,enduring,1,3.823910750814907
2015,engaged,2,2.025699646305363
2016,engagement,1,2.093315423243727
2017,engaging,1,3.6600981600759113
2018,engines,1,4.331505353999451
2019,enjoy,2,2.547843095004015
2020,enjoyed,2,2.705009458660774
2021,enjoying,1,2.733965905356965
2022,enjoyment,2,3.078742385504083
2023,enliven,1,5.414117301321119
2024,enough,14,2.0709991254449887
2025,enriched,1,4.713064941254061
2026,entered,5,2.0251638841709294
2027,entertained,1,2.8310186253539054
2028,entertaining,2,4.205393894236585
2029,entertainments,2,5.414117301321119
2030,enthusiastic,1,3.156994582403831
2031,entirely,1,1.1883268529655175
2032,entrance,2,2.4045917056347927
2033,entranced,1,4.932279214428381
2034,epaulettes,1,7.072345377924652
2035,epidemic,1,5.114600771222335
2036,episode,1,3.6656078158868812
2037,epoch,1,4.5399721908977275
2038,equal,1,1.8448081934376623
2039,equally,2,2.544236238073022
2040,equestrienne,1,8.458639739044543
2041,equipage,1,4.5268141063202165
2042,equipages,1,6.03089150309649
2043,ere,2,2.5748532057347493
2044,erect,1,2.743807428201756
2045,erratic,1,5.057442357382387
2046,es,1,4.3867680326745
2047,escape,1,1.1869360321571745
2048,especially,4,2.669954590632911
2049,est,1,3.484207493612247
2050,esteem,1,2.685123926373666
2051,et,1,3.2583027808567095
2052,eucharis,1,8.864104847152706
2053,even,22,2.140327040691061
2054,evening,13,2.580975783445577
2055,evenings,1,2.826233927230569
2056,event,1,2.0370174712380247
2057,events,2,2.1763729921485355
2058,ever,28,2.422332718953499
2059,evergreen,1,4.992903836244816
2060,everlastings,1,8.170957666592761
2061,every,21,2.1951205465014456
2062,everyone,1,2.8664097502940886
2063,everything,8,2.409692756523198
2064,everywhere,1,2.274490848107059
2065,evidently,2,2.058936156945671
2066,exactly,2,1.9773178746067661
2067,exaggerated,1,3.4152146221252955
2068,example,1,2.075696325803136
2069,exceedingly,3,3.5162039804158423
2070,excelled,1,5.20054320102306
2071,excellent,1,1.6299276674028582
2072,except,1,0.7392137773183528
2073,excepted,1,4.982541049209269
2074,excessively,1,3.9700033693124026
2075,exchange,1,2.725298462146797
2076,exchanging,1,4.097666513568493
2077,excite,1,3.1839322381356396
2078,excited,4,2.96592129004795
2079,excitement,2,2.140272406331498
2080,exclaimed,5,2.09045255269405
2081,exclamation,1,2.6287142095479865
2082,excluded,1,4.284252469148905
2083,excursion,1,3.673929639224373
2084,exhibited,1,3.0695680092280417
2085,exhibition,1,3.6223578320930643
2086,exhilarating,1,4.682054704511501
2087,exhilirated,1,8.864104847152706
2088,exiles,1,5.39836894435298
2089,existence,4,2.8117216038253474
2090,expect,5,2.8572591980064224
2091,expectancy,1,4.5268141063202165
2092,expectation,1,2.7028975254576304
2093,expectations,3,4.366148745471764
2094,expected,2,1.57517715263145
2095,experience,2,1.9468944093998146
2096,experiences,1,3.0849057332117513
2097,explained,1,1.3990221107531593
2098,explaining,1,3.2491535862031213
2099,exposed,1,2.7807450353404692
2100,expression,3,1.9770626097681114
2101,exterior,2,4.728938290410351
2102,external,1,3.609217038532006
2103,extra,1,2.9452109928795602
2104,extravagance,1,3.493466819025044
2105,extravagances,1,5.430117642667561
2106,extravagant,1,3.4260255382295113
2107,extravagantly,1,5.294572150671336
2108,extremely,3,3.128608397006978
2109,exuberance,1,5.20054320102306
2110,exulting,1,4.8123198993494025
2111,eye,7,2.300853976489047
2112,eyed,2,2.819692125726629
2113,eyeglass,1,4.608492137334483
2114,eyes,42,2.4573427369602308
2115,fabric,1,4.214917775747841
2116,fabrics,2,6.816412003787451
2117,face,16,1.6043951232768898
2118,faces,6,3.008316849015636
2119,fact,1,0.30749865337963433
2120,faculties,1,3.1553348309854665
2121,faded,2,2.941186842579835
2122,failed,1,1.4970277872716946
2123,failing,1,3.0249177354903027
2124,fain,1,3.1839322381356396
2125,fainting,2,4.312863003190171
2126,faintly,1,2.4368076553201643
2127,fair,6,2.426886673022449
2128,fairies,3,5.239763914176342
2129,fairy,1,2.5950085634464455
2130,fall,1,0.8476219457613671
2131,fallen,1,1.154796513766838
2132,falls,1,2.862689969191557
2133,false,1,1.7497419854964593
2134,falsehoods,1,4.829864209000312
2135,familiar,2,2.2649148515387747
2136,family,4,1.6407179974212085
2137,famous,1,2.084751282975094
2138,fan,1,3.1959495501396566
2139,fancied,2,2.8340207290796697
2140,fancies,3,4.18506481259816
2141,fancy,7,3.056606064951169
2142,fancying,1,4.427353312789578
2143,fandango,1,7.611341878657338
2144,fanning,1,4.786567403246988
2145,fantastic,3,4.229375858923071
2146,far,9,1.7540438464562644
2147,farewel,1,6.666880269816487
2148,farms,2,4.530087431665186
2149,farness,1,9.557252027712652
2150,fascinating,3,4.413641050925596
2151,fashion,6,3.1221706065321295
2152,fashionable,8,4.694536863693019
2153,fashioned,2,3.0833613313603774
2154,fastened,1,2.5361680634235118
2155,fate,2,2.031073114366506
2156,father,5,0.8189974511865293
2157,fatherly,2,5.308756785663293
2158,fathomless,1,5.6254263949883265
2159,fatuously,1,6.9923026702511155
2160,favors,1,5.057442357382387
2161,favourable,1,2.987770607298356
2162,fear,1,0.22815132001562655
2163,feared,1,1.6916802700278615
2164,fearless,1,3.7551336523355894
2165,feather,1,3.153677829777837
2166,feathering,1,6.561519754158661
2167,feathers,3,4.163624481360291
2168,features,1,1.4552712958594591
2169,feel,12,2.497491225249645
2170,feeling,5,1.8811493356076345
2171,feelings,2,1.7910470165462098
2172,feels,1,2.6209092918786028
2173,feet,5,1.761111786110069
2174,felicity,1,3.6170807749922207
2175,fell,7,2.0878422241052443
2176,fellow,7,2.3283453608608293
2177,fellows,1,1.8209449311643668
2178,felt,14,2.0883718959248267
2179,fern,1,4.219713948011334
2180,ferns,1,4.186613999584989
2181,fertile,1,4.110514656046342
2182,fervid,1,5.079915213234446
2183,festal,2,5.8077479517822805
2184,festival,3,5.053745495501061
2185,festive,5,6.189956197726178
2186,festivity,2,5.3600500800508435
2187,festoon,1,6.918194698097394
2188,festoons,1,5.4463781635393405
2189,feverish,2,3.7703546463459445
2190,few,9,1.6413766354828851
2191,fiacre,1,5.606008309131225
2192,fiction,1,3.5193811077905144
2193,field,3,2.6455047274609775
2194,fields,2,2.6059584467160315
2195,fierce,3,2.837836377850033
2196,fifty,1,1.4598257291154388
2197,figure,6,2.484406128864922
2198,figures,2,2.7694070454030726
2199,filed,1,4.2639472029881595
2200,fill,1,2.1933385263068326
2201,filled,3,2.104656246377247
2202,finale,1,5.8936903815830055
2203,finally,2,2.3944670085539834
2204,find,8,1.7196976668315678
2205,finding,1,1.612759863780493
2206,finds,1,2.814371391920749
2207,fine,6,2.3036636996367044
2208,finger,1,1.6647999841922998
2209,fingers,5,2.6961691569289457
2210,finished,2,1.968422149404839
2211,fire,5,1.7538986400814491
2212,firelight,3,4.992903836244816
2213,fireworks,1,5.150532780448399
2214,firmness,1,3.3150287622574868
2215,first,12,1.3841936892529731
2216,fit,3,2.468286920789251
2217,fitful,1,4.358754996446827
2218,fixed,2,1.772154766994935
2219,flags,6,5.735883390552637
2220,flame,1,2.161530419110607
2221,flames,1,2.90697297912523
2222,flashed,1,1.9868087756552784
2223,flashing,1,2.81201567822829
2224,flashy,1,6.261415161708323
2225,flattering,1,3.2583027808567095
2226,flattery,1,3.5682906108227885
2227,flaunting,2,5.946334115068428
2228,fled,2,2.7933671191502167
2229,fleet,1,3.573315747025462
2230,fleeting,1,4.141151625508232
2231,flew,1,2.095037087944463
2232,flippant,1,4.932279214428381
2233,flirt,1,4.336896202634327
2234,flit,1,5.091343909058068
2235,flitted,1,3.8977698119530313
2236,flitting,2,4.825449190791195
2237,floated,5,4.415588471209992
2238,flocks,1,4.31550501265301
2239,floor,1,0.8570708349592995
2240,flotilla,1,5.843679961008344
2241,flower,6,3.75463025438889
2242,flowered,2,5.367597285686227
2243,flowers,26,4.535905078021469
2244,flown,1,3.8142488399031698
2245,fluent,2,5.462907465490551
2246,flung,2,2.4006854506677273
2247,flushed,1,1.8443610662225225
2248,flutter,1,3.4066492592663726
2249,fluttered,3,4.4717154254432785
2250,fluttering,2,4.010123363101828
2251,fly,1,1.8372340872804076
2252,flying,1,2.1832501683624916
2253,foam,1,3.3669366218595047
2254,foliage,1,3.4391548296713044
2255,folk,2,2.685123926373666
2256,folks,1,2.313739053047171
2257,follies,1,3.7734268453829145
2258,follow,3,2.099642737997046
2259,followed,6,2.097913132492357
2260,followers,1,3.1586570931774447
2261,following,3,2.232103069757077
2262,follows,2,3.6001201596851753
2263,folly,1,2.0881681427914174
2264,fond,6,3.3173011216186654
2265,fondness,1,3.5962466880893786
2266,food,1,1.404477974968578
2267,fool,1,1.2247030884600147
2268,foolish,2,2.2862434894316603
2269,foolishly,1,3.9012602168927994
2270,footsteps,1,2.45064588998535
2271,for,100,1.438002303005733
2272,forbade,2,4.375468477420567
2273,forbid,1,3.0004736715546096
2274,force,1,1.0295146224207437
2275,forced,1,1.5129466207220132
2276,forces,1,2.564236904779692
2277,forebears,1,6.338376202844452
2278,forebodings,1,4.475847662728189
2279,foreground,2,5.330418282444472
2280,forehead,1,1.6184497795581714
2281,foresaw,1,3.82067973023346
2282,forest,1,1.7620170987104795
2283,forests,1,3.486514299710162
2284,forget,1,0.8827132655726372
2285,forgetting,1,2.631656830602184
2286,forgot,3,2.747477157090719
2287,form,2,1.5301019208798767
2288,formed,2,2.294623426738411
2289,former,4,2.823850135875293
2290,formerly,2,3.393937223678011
2291,forms,1,2.291822304458699
2292,forth,5,2.4638474018438856
2293,fortnight,1,2.3434837195940106
2294,fortunately,2,4.138931868769919
2295,forty,2,2.5286074314550615
2296,forward,4,1.716348899789937
2297,fought,1,2.1130033782159465
2298,found,6,1.1033181759356054
2299,foundation,1,3.3287410241214688
2300,fountains,1,4.253947119653576
2301,four,2,1.1159684303967647
2302,fowl,2,4.5736454060043155
2303,fragrant,2,4.2639472029881595
2304,frail,1,3.218657949509469
2305,francs,1,3.8142488399031698
2306,frank,5,4.028616906102405
2307,frankly,1,2.563319052489463
2308,freckled,1,4.829864209000312
2309,free,5,2.3637164835683304
2310,freedom,2,2.631165792045792
2311,freely,1,2.2813874271661194
2312,frenzied,1,4.347765874871231
2313,frequent,1,2.579970686081905
2314,frequented,2,4.666902899490898
2315,fresco,1,5.750589537942332
2316,fresh,13,3.631762931066771
2317,freshness,1,3.356742853669962
2318,friend,6,1.435821168943194
2319,friendly,8,3.805870574257172
2320,friends,12,2.600151183269383
2321,friendship,1,1.684415852686928
2322,frigate,1,5.337744322536546
2323,frighten,1,3.2601427077787166
2324,frightened,2,2.2470361496426494
2325,fringes,1,5.308756785663293
2326,frisky,1,6.156054646050497
2327,frivolous,6,5.606008309131225
2328,frocks,1,4.163624481360291
2329,frolicking,1,7.072345377924652
2330,from,79,1.909194253805283
2331,front,1,0.5966558888478583
2332,frothy,1,6.421757811783502
2333,fruit,1,2.4057665638079166
2334,fruits,1,3.4888264394685415
2335,full,20,2.9040019764877387
2336,fun,1,2.3764208286680963
2337,funeral,1,2.623829001981937
2338,fur,1,2.81201567822829
2339,furnish,1,3.516997316435238
2340,furnished,1,2.4514658982313806
2341,furniture,1,2.1265449451666836
2342,furze,1,5.024652534559396
2343,fustian,1,6.001903966223239
2344,future,4,2.278968210503247
2345,fête,1,5.091343909058068
2346,gae,1,5.665431729602026
2347,gaiety,2,3.574575986637749
2348,galaxy,1,6.724038683656436
2349,gallant,20,5.694419266475278
2350,gallants,1,5.514200759878102
2351,game,1,1.3602641004537557
2352,gamut,1,6.091516124912926
2353,gang,1,3.0351592295425
2354,garb,1,3.4636822576675166
2355,garden,9,2.968784160597627
2356,gardened,1,8.864104847152706
2357,gardens,2,3.1028399370831434
2358,garish,3,6.365404875232371
2359,garlands,3,5.612439199461515
2360,garments,5,4.327213501917909
2361,garrulity,2,6.954562342268268
2362,gates,3,3.1709340330911
2363,gather,1,2.5097348063553566
2364,gathering,3,3.4253011629714694
2365,gaudy,2,5.2531869345084825
2366,gave,12,2.171607625210789
2367,gay,2331,9.571945464059311
2368,gayer,2,5.831558600476
2369,gayest,6,6.621623678228366
2370,gayety,1,4.501006222364344
2371,gayly,1,4.119172718789457
2372,gazed,1,1.5744943257015391
2373,gazing,1,1.9663999040240712
2374,general,6,2.653337448116453
2375,generally,3,2.5833969470259914
2376,generated,1,5.239763914176342
2377,generous,1,2.003965422112233
2378,genial,1,3.299584439830013
2379,gentle,4,2.6732772773959184
2380,gentleman,7,2.3922002487720615
2381,gentlemanly,1,4.177354674172192
2382,gentlemen,5,2.9746730256098766
2383,gentry,1,3.9260402458912864
2384,geometric,1,7.611341878657338
2385,geraniums,4,6.243066023040126
2386,gesture,4,3.1203006981470196
2387,get,4,0.6857466815468708
2388,getting,1,0.9210321298747739
2389,ghost,2,3.192501270860741
2390,ghosts,1,3.222197776214593
2391,giddy,3,5.031846810193423
2392,gilded,1,3.7703546463459445
2393,gilt,1,3.7521170587961636
2394,girl,19,2.455879579130769
2395,girlish,2,4.207766374590216
2396,girls,4,2.154190936622561
2397,give,4,0.8452736080872596
2398,given,3,1.2345339492629392
2399,gives,4,3.373103136775169
2400,giving,3,2.1742983026076756
2401,glad,13,2.971823354370689
2402,gladiolus,1,8.458639739044543
2403,glamour,1,4.415588471209992
2404,glance,5,2.5859587279265277
2405,glanced,3,2.44601183507949
2406,glances,2,3.456933075692588
2407,glancing,1,2.2393758290861565
2408,glass,4,2.2949741193599253
2409,glasses,2,3.3257868122240373
2410,gleam,2,3.1147118612444533
2411,gleamed,1,3.078742385504083
2412,gleaming,1,2.91346229456498
2413,glee,1,3.8977698119530313
2414,glees,1,7.360027450376433
2415,glide,1,4.546616733616396
2416,glided,2,3.89082533960022
2417,glimmer,1,3.614452652585951
2418,glimpse,1,2.4688432490372576
2419,glitter,1,3.6683740693797713
2420,glittered,1,3.63299623029812
2421,glittering,8,4.7140496779166
2422,glitteringly,1,8.170957666592761
2423,gloom,2,2.844295827035582
2424,glooming,1,6.666880269816487
2425,gloomy,2,2.9239335944322753
2426,glories,1,4.172756964923563
2427,glory,1,1.9099431953564139
2428,glove,2,4.226951615311565
2429,glowing,1,2.6696994560480345
2430,go,13,1.2663612176188839
2431,goblins,1,6.2250475175374484
2432,going,9,1.551922035194399
2433,gold,7,2.8172393820772403
2434,golden,4,2.983921083734428
2435,gondolas,1,6.091516124912926
2436,gondolier,1,5.414117301321119
2437,gondolieri,1,7.611341878657338
2438,gone,8,1.8068525570246585
2439,good,26,1.9021345845383373
2440,gorgeous,3,4.379220827039117
2441,gossip,1,2.601659419316355
2442,gossiping,1,4.533371506866376
2443,got,5,1.0707242506072998
2444,government,1,2.2487092301734615
2445,gown,4,3.4502291399703977
2446,gowns,3,4.6203828838560055
2447,grace,1,1.7380175738535821
2448,graceful,3,3.4480044449482867
2449,gracious,3,3.6591828282042234
2450,gradually,1,1.8854252298338712
2451,grand,7,3.691998791742687
2452,grandpa,1,6.03089150309649
2453,grass,3,2.595324269842122
2454,grave,35,4.5832807179879875
2455,gray,2,2.39137222852106
2456,grayer,1,6.784663305472871
2457,grazing,1,4.127906398758212
2458,great,10,1.123070948290479
2459,greatest,1,1.6974528471505421
2460,green,12,3.3879900310573374
2461,greeted,3,3.6674511343811704
2462,greeting,3,3.7795997044899954
2463,grew,5,2.2733917959288372
2464,grey,4,2.6331313946442507
2465,grief,2,2.3339563481503376
2466,grieve,1,3.371043403812158
2467,grim,2,3.080279664822969
2468,grimace,1,4.520299425299023
2469,grimly,1,3.026374399986767
2470,gros,1,7.072345377924652
2471,group,7,3.666792416222841
2472,groups,3,4.038461338406284
2473,grow,3,2.722425928753273
2474,growing,1,1.45315297156907
2475,grown,1,1.325077791328712
